,Year,Artist,Track,Length,Genre,Date Entered Rankings,Date Peaked,Days to Peak,Total Weeks,Week,Rank
28,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,182,44,1,94.0
29,2000,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,112,32,1,92.0
30,2000,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,77,23,1,42.0
31,2000,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,49,19,1,70.0
32,2000,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,105,27,1,85.0
33,2000,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,91,22,1,85.0
34,2000,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,91,29,1,73.0
35,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,42,21,1,36.0
36,2000,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,91,27,1,68.0
37,2000,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,63,26,1,68.0
38,2000,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,63,26,1,76.0
39,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,77,24,1,74.0
40,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,77,27,1,85.0
41,2000,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,112,28,1,74.0
42,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,77,23,1,89.0
43,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,1999-12-11,2000-01-29,49,20,1,67.0
44,2000,"Badu, Erkyah",Bag Lady,5:03,Rock,2000-08-19,2000-10-07,49,20,1,67.0
45,2000,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,35,32,1,25.0
46,2000,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,315,57,1,81.0
47,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,140,34,1,100.0
48,2000,Next,Wifey,4:03,Rock,2000-05-27,2000-09-09,105,21,1,85.0
49,2000,Kenny G,Auld Lang Syne (The Millenium Mix),7:50,Jazz,1999-12-25,2000-01-08,14,5,1,89.0
50,2000,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,91,24,1,67.0
51,2000,"Spears, Britney",Oops!.. I Did It Again,3:30,Rock,2000-04-22,2000-06-10,49,20,1,67.0
52,2000,"Backstreet Boys, The",Shape Of My Heart,3:49,Rock,2000-10-14,2000-12-02,49,20,1,39.0
53,2000,Everclear,Wonderful,4:30,Rock,2000-07-08,2000-09-30,84,21,1,77.0
54,2000,Ja Rule,Between Me And You,4:05,Rap,2000-09-16,2000-11-18,63,20,1,85.0
55,2000,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,77,25,1,77.0
56,2000,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,91,26,1,83.0
57,2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),3:50,Rap,2000-10-28,2000-12-30,63,21,1,58.0
58,2000,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,84,24,1,77.0
59,2000,Filter,Take A Picture,4:23,Rock,1999-11-27,2000-02-05,70,20,1,91.0
60,2000,"Martin, Ricky",She Bangs,4:02,Latin,2000-10-07,2000-12-02,56,18,1,38.0
61,2000,Mystikal,Shake Ya Ass,4:46,Rap,2000-08-12,2000-10-28,77,20,1,97.0
62,2000,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,91,31,1,99.0
63,2000,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,28,20,1,76.0
64,2000,Third Eye Blind,Never Let You Go,3:57,Rock,2000-01-22,2000-04-01,70,22,1,65.0
65,2000,Red Hot Chili Peppers,Otherside,4:13,Rock,2000-02-12,2000-05-27,105,22,1,80.0
66,2000,Profyle,Liar,3:57,R&B,2000-09-16,2000-10-28,42,20,1,52.0
67,2000,Barenaked Ladies,Pinch Me,3:46,Rock,2000-09-09,2000-11-25,77,21,1,77.0
68,2000,Jagged Edge,He Can't Love U,3:30,Rock,1999-12-11,2000-01-08,28,20,1,54.0
69,2000,504 Boyz,Wobble Wobble,3:35,Rap,2000-04-15,2000-05-06,21,18,1,57.0
70,2000,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,105,26,1,98.0
71,2000,Jay-Z,Big Pimpin',3:55,Rap,2000-04-22,2000-07-08,77,20,1,69.0
72,2000,Kid Rock,Only God Knows Why,5:27,Rock,2000-02-19,2000-04-15,56,20,1,63.0
73,2000,Foo Fighters,Learn To Fly,3:55,Rock,1999-10-16,2000-01-22,98,21,1,80.0
74,2000,"Dixie Chicks, The",Goodbye Earl,4:19,Country,2000-03-18,2000-05-06,49,15,1,40.0
75,2000,Guy,Dancin',4:08,R&B,1999-12-18,2000-01-01,14,11,1,46.0
76,2000,Lil Bow Wow,Bounce With Me,3:22,Rap,2000-08-19,2000-09-16,28,20,1,48.0
77,2000,Westlife,Swear It Again,4:07,Rock,2000-04-01,2000-07-01,91,20,1,96.0
78,2000,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,105,27,1,76.0
79,2000,"Thomas, Carl",I Wish,3:50,Rock,2000-03-25,2000-05-13,49,20,1,75.0
80,2000,Hanson,This Time Around,4:14,Country,2000-04-22,2000-05-06,14,7,1,22.0
81,2000,"Simpson, Jessica",I Think I'm In Love With You,3:32,Pop,2000-07-01,2000-08-12,42,16,1,63.0
82,2000,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,2000-12-16,77,22,1,89.0
83,2000,Lil' Zane,Callin' Me,3:43,Rap,2000-07-29,2000-09-02,35,13,1,83.0
84,2000,M2M,Don't Say You Love Me,3:41,Pop,1999-11-20,2000-01-08,49,12,1,72.0
85,2000,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,63,24,1,94.0
86,2000,"Brock, Chad",Yes!,3:22,Country,2000-04-08,2000-07-01,84,20,1,90.0
87,2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,Latin,1999-11-20,2000-02-12,84,18,1,74.0
88,2000,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,2000-11-04,70,21,1,64.0
89,2000,Avant,Separated,4:13,Rock,2000-04-29,2000-05-20,21,20,1,62.0
90,2000,"Rimes, LeAnn",Big Deal,3:03,Country,1999-10-16,2000-01-01,77,20,1,71.0
91,2000,IMx,Stay The Night,3:37,Rap,1999-10-09,2000-01-08,91,20,1,84.0
92,2000,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,2000-07-29,63,20,1,78.0
93,2000,"Spears, Britney",Lucky,3:23,Rock,2000-08-12,2000-09-09,28,11,1,61.0
94,2000,Savage Garden,Crash And Burn,4:41,Rock,2000-04-08,2000-05-27,49,20,1,75.0
95,2000,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,63,24,1,66.0
96,2000,Sammie,I Like It,4:09,Rock,2000-01-29,2000-04-15,77,20,1,85.0
97,2000,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,2000-07-01,70,20,1,74.0
98,2000,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,56,23,1,69.0
99,2000,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,63,20,1,75.0
100,2000,D'Angelo,Untitled (How Does It Feel),7:10,R&B,2000-01-22,2000-02-19,28,17,1,77.0
101,2000,"Messina, Jo Dee",That's The Way,3:17,Country,2000-06-24,2000-08-26,63,20,1,78.0
102,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,42,20,1,70.0
103,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,133,26,1,80.0
104,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,70,20,1,71.0
105,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,56,21,1,88.0
106,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,63,20,1,79.0
107,2000,"McGraw, Tim",My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,56,20,1,73.0
108,2000,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,105,22,1,97.0
109,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,56,20,1,79.0
110,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,49,14,1,69.0
111,2000,"Houston, Whitney",I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,35,11,1,83.0
112,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,84,20,1,84.0
113,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,49,20,1,90.0
114,2000,"Carey, Mariah",Crybaby,5:19,Rock,2000-06-24,2000-06-24,0,7,1,28.0
115,2000,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,2000-01-29,63,21,1,85.0
116,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,35,20,1,70.0
117,2000,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,14,9,1,43.0
118,2000,"Jones, Donell",Where I Wanna Be,6:22,Rock,2000-04-22,2000-07-08,77,20,1,81.0
119,2000,"Paisley, Brad",We Danced,3:45,Country,2000-10-14,2000-12-16,63,20,1,71.0
120,2000,Lonestar,What About Now,3:30,Country,2000-06-10,2000-08-19,70,20,1,78.0
121,2000,"Backstreet Boys, The",The One,3:46,Rock,2000-05-27,2000-07-01,35,15,1,58.0
122,2000,"Keith, Toby",How Do You Like Me Now?!,3:29,Country,2000-01-29,2000-04-08,70,20,1,77.0
123,2000,"Strait, George",The Best Day,3:24,Country,2000-01-29,2000-04-22,84,20,1,73.0
124,2000,"Dixie Chicks, The",Without You,3:32,Country,2000-10-07,2000-12-23,77,20,1,80.0
125,2000,Musiq,Just Friends (Sunny),4:02,Rap,2000-10-14,2000-12-30,77,20,1,89.0
126,2000,"McEntire, Reba",What Do You Say,3:26,Country,1999-10-30,2000-01-29,91,20,1,88.0
127,2000,"Braxton, Toni",Just Be A Man About It,4:10,Rock,2000-07-29,2000-09-02,35,20,1,76.0
128,2000,"Iglesias, Enrique",Rhythm Divine,7:35,Latin,1999-12-04,2000-01-22,49,17,1,90.0
129,2000,"Fabian, Lara",I Will Love Again,3:43,Pop,2000-06-10,2000-08-12,63,17,1,91.0
130,2000,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,2000-09-30,49,20,1,64.0
131,2000,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,2000-12-30,70,20,1,77.0
132,2000,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,2000-12-23,63,20,1,75.0
133,2000,J-Shin,One Night Stand,4:34,R&B,1999-12-25,2000-02-26,63,17,1,96.0
134,2000,Eve,Love Is Blind,3:51,Rap,2000-01-08,2000-02-19,42,16,1,94.0
135,2000,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,2000-03-04,35,20,1,84.0
136,2000,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,2000-10-28,49,20,1,81.0
137,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,21,15,1,99.0
138,2000,"Vassar, Phil",Just Another Day In Paradise,3:54,Country,2000-09-30,2000-12-02,63,20,1,81.0
139,2000,Ice Cube,You Can Do It,4:20,Rap,1999-12-04,2000-01-15,42,12,1,86.0
140,2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,2000-02-26,42,18,1,89.0
141,2000,Lucy Pearl,Dance Tonight,3:45,R&B,2000-05-20,2000-07-29,70,19,1,80.0
142,2000,"Jackson, Alan",It Must Be Love,2:53,Country,2000-06-24,2000-09-02,70,20,1,76.0
143,2000,"Griggs, Andy",She's More,3:19,Country,2000-03-11,2000-06-10,91,20,1,81.0
144,2000,No Doubt,Simple Kind Of Life,4:11,Rock,2000-07-01,2000-07-22,21,13,1,50.0
145,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,49,19,1,77.0
146,2000,Rascal Flatts,Prayin' For Daylight,3:36,Country,2000-05-06,2000-08-12,98,20,1,87.0
147,2000,Vitamin C,Graduation (Friends Forever),4:23,Rock,2000-04-15,2000-06-10,56,12,1,81.0
148,2000,"Gilman, Billy",One Voice,4:07,Country,2000-06-17,2000-09-02,77,19,1,86.0
149,2000,Lonestar,Smile,3:33,Country,1999-12-18,2000-02-12,56,20,1,89.0
150,2000,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,2000-05-06,56,20,1,79.0
151,2000,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,2000-04-08,70,20,1,80.0
152,2000,"Strait, George",Go On,3:48,Country,2000-08-26,2000-10-28,63,20,1,71.0
153,2000,Sisqo,Got To Get It,3:52,Rock,1999-11-20,2000-01-22,63,20,1,92.0
154,2000,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,2000-10-21,91,20,1,99.0
155,2000,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,56,20,1,73.0
156,2000,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,70,20,1,79.0
157,2000,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,210,29,1,99.0
158,2000,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,56,20,1,74.0
159,2000,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,63,20,1,78.0
160,2000,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,98,20,1,91.0
161,2000,Black Rob,Whoa!,4:04,Rap,2000-03-04,2000-04-15,42,17,1,78.0
162,2000,"Jackson, Alan",Pop A Top,3:04,Country,1999-11-13,2000-01-22,70,17,1,79.0
163,2000,"Black, Clint",Been There,5:28,Country,2000-02-19,2000-04-15,56,20,1,87.0
164,2000,Common,The Light,3:55,Rap,2000-08-05,2000-09-09,35,19,1,75.0
165,2000,"Vassar, Phil",Carlene,4:07,Country,2000-03-04,2000-04-22,49,19,1,75.0
166,2000,"Jackson, Alan",www.memory,2:36,Country,2000-11-04,2000-12-23,49,15,1,75.0
167,2000,Vitamin C,The Itch,3:30,Rock,2000-12-02,2000-12-16,14,9,1,86.0
168,2000,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,35,14,1,77.0
169,2000,Ideal,Whatever,3:48,R&B,2000-06-10,2000-08-19,70,18,1,75.0
170,2000,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,35,20,1,77.0
171,2000,Ginuwine,None Of Ur Friends Business,4:12,Rock,1999-12-11,2000-01-22,42,15,1,94.0
172,2000,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,2000-06-17,84,20,1,97.0
173,2000,DMX,What You Want,4:05,Rap,2000-07-01,2000-09-23,84,20,1,98.0
174,2000,"John, Elton",Someday Out Of The Blue,4:41,Rock,2000-04-22,2000-05-06,14,15,1,56.0
175,2000,Pearl Jam,Nothing As It Seems,5:20,Rock,2000-05-13,2000-05-13,0,6,1,49.0
176,2000,Mya,The Best Of Me,4:12,Rock,2000-04-15,2000-05-20,35,17,1,85.0
177,2000,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,105,20,1,95.0
178,2000,Eminem,Stan,5:26,Rap,2000-11-04,2000-12-02,28,15,1,78.0
179,2000,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,2000-07-29,77,20,1,89.0
180,2000,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,49,17,1,79.0
181,2000,"Urban, Keith",Your Everything,4:10,Country,2000-07-15,2000-09-16,63,16,1,81.0
182,2000,TLC,Dear Lie,4:36,Rock,2000-02-12,2000-03-04,21,7,1,63.0
183,2000,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,77,20,1,82.0
184,2000,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,2000-08-05,49,19,1,74.0
185,2000,Bloodhound Gang,The Bad Touch,4:20,R&B,2000-03-18,2000-04-15,28,12,1,70.0
186,2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,63,19,1,85.0
187,2000,"Messina, Jo Dee",Because You Love Me,3:50,Country,2000-01-29,2000-03-11,42,13,1,83.0
188,2000,"Keith, Toby",Country Comes To Town,3:39,Country,2000-08-05,2000-10-14,70,15,1,82.0
189,2000,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,42,15,1,72.0
190,2000,"Hill, Faith",Let's Make Love,4:11,Rap,2000-08-12,2000-10-21,70,14,1,83.0
191,2000,Kelis,Caught Out There,4:09,R&B,1999-12-04,2000-01-08,35,12,1,84.0
192,2000,Jay-Z,Anything,3:41,Rap,2000-02-26,2000-03-11,14,8,1,72.0
193,2000,3 Doors Down,Loser,4:24,Rock,2000-10-21,2000-12-02,42,20,1,76.0
194,2000,Brooks & Dunn,You'll Always Be Loved By Me,2:58,Country,2000-06-10,2000-09-09,91,19,1,95.0
195,2000,"Chesney, Kenny",What I Need To Do,4:05,Country,2000-04-01,2000-06-10,70,17,1,79.0
196,2000,"Stone, Angie",No More Rain (In This Cloud),4:42,R&B,1999-12-25,2000-01-22,28,17,1,86.0
197,2000,Da Brat,That's What I'm Looking For,3:44,Rap,2000-02-26,2000-04-15,49,18,1,93.0
198,2000,SheDaisy,This Woman Needs,3:20,Country,2000-02-05,2000-03-04,28,9,1,82.0
199,2000,Papa Roach,Last Resort,3:19,Rock,2000-07-29,2000-12-02,126,20,1,75.0
200,2000,"Adams, Yolanda",Open My Heart,5:30,Gospel,2000-08-26,2000-10-21,56,20,1,76.0
201,2000,Shyne,Bad Boyz,4:22,Rap,2000-09-09,2000-10-28,49,15,1,94.0
202,2000,R.E.M.,The Great Beyond,4:10,Rock,1999-12-25,2000-01-29,35,14,1,79.0
203,2000,"Diffie, Joe",It's Always Somethin',2:55,Country,2000-08-12,2000-09-16,35,14,1,81.0
204,2000,"McGraw, Tim",Some Things Never Change,3:56,Country,2000-05-13,2000-07-01,49,14,1,76.0
205,2000,"Henley, Don",Taking You Home,4:08,Rock,2000-06-24,2000-08-05,42,20,1,79.0
206,2000,Eminem,The Way I Am,4:40,Rap,2000-08-26,2000-09-30,35,10,1,87.0
207,2000,Nas,You Owe Me,3:51,R&B,2000-03-25,2000-04-15,21,16,1,74.0
208,2000,Sister Hazel,Change Your Mind,4:02,Rock,2000-07-15,2000-08-05,21,20,1,75.0
209,2000,Puff Daddy,Best Friend,5:33,Rap,2000-02-12,2000-02-19,7,5,1,65.0
210,2000,"McBride, Martina",There You Are,3:26,Country,2000-09-09,2000-10-21,42,13,1,79.0
211,2000,Usher,Pop Ya Collar,3:36,Rock,2000-11-04,2000-11-18,14,7,1,68.0
212,2000,Lil' Kim,No Matter What They Say,4:12,Rap,2000-07-15,2000-08-05,21,10,1,80.0
213,2000,LFO,I Don't Wanna Kiss You Goodnight,5:00,Rock,2000-04-15,2000-04-22,7,5,1,63.0
214,2000,SheDaisy,Deck The Halls,3:46,Country,1999-12-25,2000-01-01,7,2,1,97.0
215,2000,Splender,I Think God Can Explain,3:55,R&B,2000-06-10,2000-06-24,14,12,1,71.0
216,2000,"Simpson, Jessica",Where You Are,3:51,Rock,2000-04-01,2000-04-15,14,6,1,73.0
217,2000,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,56,18,1,87.0
218,2000,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,14,10,1,81.0
219,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,14,17,1,77.0
220,2000,"Blige, Mary J.",Deep Inside,5:26,Rock,1999-11-13,2000-01-22,70,15,1,83.0
221,2000,"Price, Kelly",You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,70,20,1,91.0
222,2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,28,11,1,80.0
223,2000,"Wright, Chely",It Was,3:51,R&B,2000-03-04,2000-04-15,42,10,1,86.0
224,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,28,17,1,77.0
225,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,21,13,1,77.0
226,2000,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,2000-01-29,14,9,1,95.0
227,2000,"Adkins, Trace",More,3:05,Country,2000-04-29,2000-06-17,49,11,1,84.0
228,2000,"Dixie Chicks, The",Cold Day In July,5:12,Country,2000-06-24,2000-08-05,42,10,1,80.0
229,2000,"Price, Kelly",As We Lay,6:20,Rock,2000-07-15,2000-08-05,21,8,1,82.0
230,2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,28,11,1,98.0
231,2000,"Martin, Ricky",Private Emotion,4:02,Latin,2000-03-11,2000-03-18,7,5,1,76.0
232,2000,Nine Days,If I Am,4:18,Rock,2000-12-02,2000-12-02,0,5,1,68.0
233,2000,"Blige, Mary J.",Give Me You,5:00,Rock,2000-04-15,2000-05-13,28,9,1,97.0
234,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,77,19,1,72.0
235,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,35,12,1,80.0
236,2000,"Brooks, Garth",Do What You Gotta Do,2:56,Country,2000-02-19,2000-03-18,28,6,1,86.0
237,2000,"Offspring, The",Original Prankster,3:42,Rock,2000-11-25,2000-12-09,14,9,1,74.0
238,2000,"Anthony, Marc",My Baby You,3:59,Latin,2000-09-16,2000-10-07,21,20,1,82.0
239,2000,"Houston, Whitney","Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,28,9,1,71.0
240,2000,D'Angelo,Left & Right,4:35,R&B,1999-12-11,2000-01-01,21,5,1,93.0
241,2000,"Kravitz, Lenny",I Belong To You,4:17,Rock,2000-03-25,2000-04-08,14,9,1,78.0
242,2000,"Loveless, Patty",That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,63,14,1,98.0
243,2000,Q-Tip,Breathe And Stop,4:06,Rock,2000-01-22,2000-01-22,0,5,1,71.0
244,2000,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,Country,2000-09-09,2000-09-16,7,20,1,82.0
245,2000,Lil Wayne,Tha Block Is Hot,4:13,Rap,1999-12-04,2000-01-08,35,11,1,99.0
246,2000,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4:22,Rap,2000-02-26,2000-03-11,14,7,1,87.0
247,2000,"Wallflowers, The",Sleepwalker,3:29,Rock,2000-10-28,2000-10-28,0,6,1,73.0
248,2000,Drama,"Left, Right, Left",3:37,Rap,2000-02-12,2000-03-18,35,13,1,100.0
249,2000,Limp Bizkit,N 2 Gether Now,3:55,Rock,1999-12-04,2000-01-08,35,11,1,94.0
250,2000,Lox,"Ryde or Die, Chick",3:56,Rap,2000-03-18,2000-03-25,7,7,1,86.0
251,2000,Ying Yang Twins,Whistle While You Twurk,4:19,Rap,2000-03-18,2000-04-29,42,14,1,95.0
252,2000,"Walker, Clay","Live, Laugh, Love",4:06,Country,1999-12-04,2000-01-22,49,11,1,95.0
253,2000,Metallica,No Leaf Clover (Live),5:43,Rock,2000-02-12,2000-03-11,28,10,1,86.0
254,2000,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,2000-05-20,21,8,1,86.0
255,2000,"Bega, Lou",Tricky Tricky ,3:23,Rock,2000-01-29,2000-02-05,7,3,1,75.0
256,2000,Big Punisher,It's So Hard,3:25,Rap,2000-04-22,2000-05-06,14,15,1,96.0
257,2000,"Worley, Darryl",When You Need My Love,3:35,Country,2000-06-17,2000-09-02,77,15,1,98.0
258,2000,Lil' Kim,How Many Licks?,3:50,Rap,2000-11-25,2000-12-02,7,9,1,79.0
259,2000,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,0,6,1,75.0
260,2000,"Brock, Chad",A Country Boy Can Survive,3:54,Country,2000-01-01,2000-01-08,7,3,1,93.0
